keywords;count;
PROGRAMMINGPROFESSION;2;
C\# LANGUAGES;1;
ADAPTIVE LEARNING ACTIVITIES;1;
COMPUTERPROGRAMMING;1;
FUZZY WEIGHTS;1;
REVISED BLOOM TAXONOMY (RBT);1;
RULE-BASEDDECISION MAKING;1;
EARLY CHILDHOOD EDUCATION;3;
MEDIA INEDUCATION;1;
SCRATCHJR;1;
PROGRAMMING ANDPROGRAMMING LANGUAGES;1;
EMPIRICAL STUDIES;2;
NOVICE PROGRAMMERS;1;
LEARNINGPROGRAMMING;1;
CS1;2;
PROGRAMMING LANGUAGES;1;
FORMATIVEFEEDBACK;1;
EXPERIMENTATION;2;
EDUCATIONAL USAGE OF FACEBOOK;1;
PROGRAMMING LANGUAGE LEARNING;1;
SOCIALNETWORK;1;
OBJECT-ORIENTED PROGRAMMING;2;
DIDACTIC REDUCTION;1;
COPUS;1;
LECTURER WITH SECURITYOF EMPLOYMENT;1;
PROFESSOR OF TEACHING;1;
TEACHING PROFESSOR;1;
TEACHINGFOCUSED FACULTY;1;
ENSEMBLE METHODS;1;
ROBUST CLUSTERING;1;
PRIMARY SCHOOL;2;
TECHNOLOGY EDUCATION;2;
PEDAGOGICALSTRATEGIES;1;
PCK;1;
ETHICS CENTERS;1;
ETHICS ACTIVITIES;1;
ETHICS IN UNIVERSITIES;1;
INCENTIVESFOR STUDENTS;1;
TEACHING ETHICS;1;
TEACHING ENGINEERING;1;
COMPUTER PROGRAMMING LEARNING;1;
SCRATCH;4;
CS TEACHING;1;
HYBRID ELECTRIC VEHICLES;1;
FUEL ECONOMY;1;
HYBRID ELECTRIC VEHICLE;2;
POWER MANAGEMENT;2;
TANGIBLE USER INTERFACES;1;
CONSTRUCTION EDUCATION;1;
CRITICAL SUCCESS FACTORS;1;
LOW SOCIOECONOMIC STATUS;1;
COMPUTER LANGUAGES;3;
DATABASES;1;
SYNTACTICS;5;
CODE QUALITY;2;
PROGRAMMING COURSE;11;
TEACHING STRATEGY;11;
DISTANCE TEACHING;1;
LEARNINGOUTCOMES;1;
ONLINE MATERIAL;1;
TEACHING EFFECTIVENESS;3;
STUDY PROGRAMS;1;
STUDY STRATEGIES;3;
STUDY SKILLS;3;
DESIRABLE DIFFICULTIES;1;
ACADEMICPERFORMANCE;1;
METACOGNITIVE KNOWLEDGE;1;
MULTI-INSTITUTIONAL COLLABORATION;1;
PROGRAMMING PEDAGOGY;2;
TEXT\&\#8208;1;
BASEDPROGRAMMING;1;
DATA-DRIVEN PROGRAM ANALYSIS;1;
LEARNING ALGORITHM;2;
COOPERATIVE;3;
MODIFIED TASK-BASED LEARNING PROGRAM;1;
MEDICAL POSTGRADUATE EDUCATION;1;
PROBLEM-SOLVING CAPACITY;1;
IMMUNOHISTOCHEMISTRY;1;
DIFFICULTIES;1;
NOVICES;2;
INTRODUCTION TOPROGRAMMING;1;
PEER-TEACHING;1;
PEER-LEARNING;1;
SELF-DETERMINATIONTHEORY;1;
RWANDA;1;
HIGHER PHARMACY EDUCATION;1;
BLENDED TEACHING;1;
COMPUTATIONAL LEARNING;1;
GAME PROGRAMMING;1;
MIDDLESCHOOL;1;
ALICE;2;
LANGUAGES;1;
BIOPHYSICS;1;
UFMG;1;
REMOTE LEARNING;1;
REMOTETEACHING;1;
OUTCOME-BASED EDUCATION;1;
EDUCATIONAL DATA MINING;6;
RECOMMENDER SYSTEMS;1;
STUDENTS LEARNING EXPERIENCES;1;
OUTPATIENT CLERKSHIP;1;
PHARM D;1;
MULTIMEDIA/HYPERMEDIA SYSTEMS;2;
AUTHORING TOOLS AND METHODS;4;
LEARNINGCOMMUNITIES;1;
PROGRAMMING METHODOLOGIES;1;
LOOPS;1;
PARALLEL PROGRAMMING;4;
AUGMENTED AND VIRTUAL REALITY;2;
TEACHINGSTRATEGIES;1;
MECHANICAL VIBRATIONS;1;
TEACHING-LEARNING;1;
STAFF DEVELOPMENT;1;
CLINICAL PEDAGOGY;1;
TEACHING COMPETENCY;1;
WEB-BASED PROGRAM;1;
NURSEPRECEPTOR;1;
RECTIFIED LINEAR UNITS;1;
MIXED-INTEGERLINEAR PROGRAMMING;1;
INTERDISCIPLINARY PROJECTS;2;
MOBILE ROBOTS;4;
ROBOT PROGRAMMING;5;
TEACHING-LEARNING STRATEGIES;1;
COMPUTER -MEDIATED COMMUNICATION;1;
EVALUATION METHODOLOGIES;1;
CHANGE STRATEGIES;1;
DIFFUSION;1;
IMMERSION;1;
PHARMACEUTICAL POLYMER MATERIALS SCIENCE;1;
TEACHING REFORM;1;
TEACHINGMETHOD;1;
TEACHING QUALITY;1;
MULTI-PROFESSIONAL CLASSROOM;1;
CULTURALLY AND LINGUISTICALLY DIVERSE (CALD) STUDENTS;1;
PLACEMENTS;1;
CHALLENGES;4;
STRATEGIES;1;
COMPILER OPTIMIZATION;1;
PROGRAM FEATURES;1;
SOCIALINTERACTION;1;
ACADEMIC SUCCESS AFTER FAILURE;1;
FAILING STUDENTS;1;
INTERNATIONAL MEDICALSTUDENTS;1;
COPING STRATEGIES;1;
PROGRAMMING PROBLEM RECOMMENDATION;1;
ONLINEJUDGE SYSTEM;1;
LEARNING STYLE;3;
MULTIPLE LEARNING NEEDS;1;
EPA ASSESSMENT;1;
CRITICAL REFLECTION;1;
UNIVERSITY INSTRUCTORS;1;
PBL-BASED PROFESSIONALLEARNING;1;
TRANSFORMATIVE LEARNING;3;
CHINA AND DENMARK;1;
HEALTH SCIENCESEDUCATION;1;
ANATOMY TEACHING;1;
PEERTEACHING;1;
STUDENT ATTITUDES;1;
SUPPLEMENTAL INSTRUCTION;1;
AGENT-BASED SIMULATOR;2;
AGENT-BASED FRAMEWORK;1;
MULTI-AGENT SYSTEM;2;
SOCIOGRAM;2;
SCHOLARSHIP;2;
HIDDENMARKOV MODELS;1;
LEARNING ANALYTICS;5;
SEQUENCE MINING;1;
HIDDEN MARKOVMODELS;1;
AUTOMATED ASSESSMENT;1;
ENGLISH AS THE MEDIUM OF INSTRUCTION;1;
ADAPTIVE TEACHING ANDLEARNING STRATEGIES;1;
ACTION LEARNING;1;
LEADERSHIP-CHANGE;1;
TEAM-TEACHING;1;
POGIL;3;
NURSING CLINICAL REASONING;1;
COGNITION;2;
DESCRIPTIVE STUDY;1;
BASIC INSTRUCTION PROGRAM;1;
COLLEGE/UNIVERSITY PHYSICAL EDUCATION;1;
HIGHEREDUCATION PHYSICAL ACTIVITY PROGRAM;1;
MARKET RESEARCH;1;
ACTIVE METHODOLOGIES;2;
TEACHING IN COMPUTING;1;
STUDENTS\&\#8217;1;
PERCEPTION;3;
VIDEOS;1;
COMPUTER-BASED INSTRUCTION;1;
LIVE CODING;1;
OBSERVATIONAL LEARNING;2;
PROGRAMMINGINSTRUCTION;1;
LEARNING STRESSORS;1;
PSYCHOLOGY AND LEARNING;1;
RESILIENCE TRAINING;1;
ARCHITECTURES FOR EDUCATIONAL TECHNOLOGY SYSTEM;3;
HUMAN-COMPUTERINTERFACE;2;
PROGRAMMING AND PROGRAMMINGLANGUAGES;3;
REAL-LIFE EXPERIENCE;1;
COOPERATIVE PROGRAM;1;
UNIVERSITY-TO-CAREERTRANSITION;1;
ENGINEERING HIGHER EDUCATION;1;
INTRODUCTORY INSTRUCTION;1;
INFORMATIONSCIENCE;1;
MIND MAPPING;1;
WEB;1;
PEER COACHING;2;
PEER FEEDBACK;1;
TUTORS;1;
MEDICAL-STUDENTS-AS-TEACHERS;1;
MEDICAL TEACHING;1;
TEACHING ELECTIVES;1;
TENSOR SHAPE FAULTS;1;
CRASHING FAULTS;1;
AUTOMATED PROGRAM REPAIR;1;
DEEPLEARNING PROGRAMS;1;
NEWCOMER ADJUSTMENT;1;
ORGANIZATIONAL SOCIALIZATION;1;
PROGRAM DIRECTORS;1;
TRANSITIONS;1;
MULTIMODAL LEARNING ANALYTICS;1;
REVIEWING BEHAVIOUR;1;
PROGRAMMINGLEARNING;3;
FORMAL ASSESSMENT;1;
ASSESSMENT ANDCERTIFICATION OF PROFESSIONAL COMPETENCIES;1;
COOPERATIVE EDUCATION;1;
AUTOMATED PROGRAMMING ASSESSMENT SYSTEM;1;
EARLY LEARNING ACHIEVEMENT DETECTION;1;
PROGRAMMING EDUCATION;8;
COMPUTER GAMES;2;
MICROELECTROMECHANICAL SYSTEMS (MEMS);1;
PROFESSIONALDESIGN TOOLS;1;
REALISTIC LEARNING ENVIRONMENTS;1;
FACILITATING DISCUSSION;1;
WORDCLOUD;1;
MEMORY;1;
BOPPPS;1;
TRIZ;1;
FACTORY PRACTICUM;1;
UNIVERSITY STUDENTS;9;
GAME CONCEPTS;1;
MULTILEVEL META-ANALYSIS;1;
TEACHING-LEARNING-BASED OPTIMIZATION;1;
MODIFIED LEARNER PHASE;1;
OPTIMALCONTROL;1;
NONLINEAR VOLTERRA INTEGRO-DIFFERENTIAL EQUATION;1;
COLLOCATIONMETHOD;1;
CHEBYSHEV WAVELET;1;
21ST CENTURY ABILITIES;1;
ACADEMIC ACHIEVEMENT;2;
LEARNING MOTIVATION;2;
PROGRAMMING LABORATORY;1;
REFLECTIVE THINKING SKILL;1;
CHALLENGE-BASED INSTRUCTION;1;
HEALTH WORKFORCE;1;
TECHNOLOGICAL INNOVATION;1;
TIMING;1;
ORCHESTRATION TECHNOLOGY;1;
BLENDED INSTRUCTION CLASSES;1;
BEHAVIOR MODELING;1;
MULTIMODAL ANALYTICS;1;
EFFECTIVE PEDAGOGY;1;
PEDAGOGICAL STRATEGIES;2;
TEACHINGTAXONOMY;1;
ITALY;1;
EQUIVALENT CONSUMPTION MINIMIZATION STRATEGY (ECMS);1;
HYBRID ELECTRICVEHICLE;1;
MODEL-BASED REINFORCEMENT LEARNING;1;
POWERMANAGEMENT;1;
HISTORY/PHILOSOPHY;1;
TEACHER PROFESSIONAL;1;
STRATEGIES FACULTYDEVELOPMENT;1;
TASK;1;
ONLINE ACADEMIC LEARNING;1;
LEARNING BELIEFS;1;
REACTIVEPOWER;1;
AUTOMOBILES;1;
SEARCH ENGINES;2;
PROGRAMMING BY EXAMPLES;1;
FUNCTIONALPROGRAMS;1;
MINIKANREN;1;
RELATIONAL PROGRAMMING;1;
DEDUCTIVESEARCH;1;
CHANGE LEADERSHIP;1;
SCHOLARSHIP OF TEACHING ANDLEARNING;1;
EDUCATIONAL CHANGE;2;
EDUCATIONAL SCHOLARPROGRAM;1;
TEACHING SCHOLAR PROGRAM;1;
HYPERPARAMETER OPTIMIZATION;1;
PARAMETRIC PROGRAMMING;1;
BILEVEL OPTIMIZATION;2;
MODEL SELECTION;1;
REGULARIZATION;1;
GAME-BASED INSTRUCTION;1;
LEARNING BY DESIGN;1;
VIDEO GAMING;1;
MOBILE NETWORK;1;
EMBEDDED SYSTEM;1;
POPULAR MUSIC;1;
VIDEO TEACHING;1;
ENGINEERING PROFESSION;2;
PSYCHOLOGY;5;
ENGINEERINGSTUDENTS;1;
EMPLOYMENT;2;
NUMERICAL ANALYSIS;1;
WORK INTEGRATEDLEARNING;1;
CAREER OUTCOMEEXPECTATIONS;1;
LIFELONG LEARNING SKILLS;1;
ENGINEERING SKILL SELF-EFFICACY;1;
MICRO:BIT;1;
MICROSCOPIC ANATOMY EDUCATION;1;
COMPUTER-AIDED INSTRUCTION;1;
VIRTUALMICROSCOPY;1;
DIGITAL MORPHOLOGY;1;
EDUCATIONAL METHODOLOGY;1;
MEDICAL LABORATORY SCIENCE;1;
LINEAR ALGEBRA;1;
ASSESSMENTMETHOD;1;
INTRODUCTORY PROGRAMMING;9;
PAIR PROGRAMMING;1;
MULTI-PROFESSIONAL EDUCATION;1;
INTERACTIVE MEDICAL TRAINING;1;
CURRICULUM INNOVATION;1;
BEDSIDE TEACHING;1;
INFORMED CONSENT;1;
APPLICATIONS INSUBJECT AREAS;1;
21ST-CENTURY ABILITIES;2;
CASE STUDY METHODOLOGY;1;
DOCTOR OF PHARMACY PROGRAM;1;
VETERINARY EDUCATION;2;
DISTANCEEDUCATION;1;
ADAPTABILITY;1;
SELF-DIRECTEDLEARNING;1;
BLENDED-LEARNING;1;
TEAM-BASEDLEARNING;1;
CASE-BASED LEARNING;3;
DIDACTIC ACTIVITIES;1;
PLS-SEM;1;
IPA;1;
LOGIC OF EVENTS;1;
TEACHER;3;
ACTION;1;
INTENTION;1;
OBJECT OF LEARNING;1;
OBJECT OF TEACHING;1;
PROGRAMMINGEDUCATION;2;
STUDENT -GENERATED QUESTIONS STRATEGY;1;
BLOCKY GAME;1;
VISUAL PROGRAMMING;1;
ISOTOPES;1;
UNDERGRADUATE STUDENTS;7;
CEPHALOMETRY;1;
ORTHODONTICS;1;
HYBRID;1;
ONLINE;1;
COMMUNITY HEALTH PROVIDERS;1;
HEALTHLITERACY;1;
LEARNING EXPERIENCES;2;
SCHOOL STUDENTS;1;
SCHOOL TEACHERS;1;
SCIENCEPOPULARIZATION;1;
COST;1;
RESIDENT EDUCATION;2;
ACTIVE LEARNING ENVIRONMENT;2;
FINITE ELEMENT METHOD;1;
SILO STRUCTURE;1;
SIMULATION SOFTWARE;2;
MARINE ENGINEER;1;
SIMULATOR DEVELOPMENT;1;
TEACHINGINNOVATION;1;
INTELLIGENT INFORMATION ACCESS (IIA) SYSTEMS;1;
CASE-BASED LEARNING (CBL);1;
CONCEPT-BASEDLEARNING;1;
BILINGUALISM;1;
HOSPITAL MEDICINE;1;
PEERASSESSMENT;1;
COGNITIVE LOADTHEORY;1;
PEER ASSISTED LEARNING;1;
PHYSICIAN;1;
PEEROBSERVATION;1;
DISTANCE EDUCATION AND ONLINE LEARNING;2;
POST-SECONDARYEDUCATION;1;
IT;1;
INQUIRY- AND DESIGN-BASED LEARNING;1;
URBAN EDUCATION;1;
HIGHSCHOOL EDUCATION;1;
AFTERSCHOOL PROGRAMS;1;
HIGHER EDUCATION INSTITUTIONS;3;
FACULTY-CENTRIC;1;
MBA PROGRAMS;1;
HYBRIDTEACHING;1;
WORD-OF-MOUTH;1;
DIGITAL HEALTH;2;
EDUCATIONAL SIMULATION;1;
ELECTRONIC MEDICAL RECORD;1;
OPEN ROBOTICS;1;
COMMUNITY-ORIENTED;1;
BUILD-IT;1;
ACTIVE DISTRIBUTIONNETWORKS;1;
ACTIVE DISTRIBUTION NETWORK;1;
MULTISTAGE STOCHASTICPROGRAMMING;1;
OPTIMAL DISPATCH;1;
DATA DRIVEN;1;
ENTRUSTMENT OF AUTONOMY;1;
TEACHING IN THE OPERATING ROOM;1;
IMPROVING THELEARNING CLIMATE;1;
QUANTIFYING AUTONOMY DEVELOPMENT;1;
FEATURE CONSTRUCTION;1;
CARTESIAN GENETICPROGRAMMING;1;
HARMONY SEARCH;1;
CLASSROOM LEARNING;1;
UNDERGRADUATEDENTAL STUDY PROGRAM;1;
EDUCATIONAL SOFTWARE;2;
MUNICIPAL ENGINEERING;1;
REAL-TIME STATE SIMULATION;1;
WATER DISTRIBUTION NETWORK;1;
BUSINESS ANALYTICS;1;
BUSINESS DECISION MAKING;1;
POSTGRADUATE EDUCATION;1;
CLINICAL LEARNING OPPORTUNITIES;1;
STUDENT-CENTERED STRATEGY;1;
CLINICALTEACHING-LEARNING METHODS;1;
STUDENT EVALUATION;2;
MICROSCOPIC ANATOMY;1;
MICROANATOMY;1;
VIRTUAL MICROSCOPY;1;
STUDY HABITS;1;
INTERRUPTIONS;1;
BEHAVIOURAL INTERVENTIONS;1;
COMMUNITY-BASED REHABILITATION;1;
HEALTH SCIENCEEDUCATION;1;
SYSTEMS-BASED PRACTICE;2;
CLASSROOM TEACHING;2;
LANGUAGE AND ACADEMIC PERFORMANCE;1;
OCCUPATIONAL THERAPY EDUCATION;1;
PREDICTORS ACADEMIC SUCCESS;1;
STEM LEARNING;1;
K-12;1;
NATIVE AMERICAN;1;
FUNDS OF KNOWLEDGE;1;
INFORMAL SCIENCE;1;
CLASS ENGAGEMENT;1;
VALUE OF TEAMS.;1;
SELF-DIRECTINGLEARNING;1;
LEARNING BEHAVIORS;1;
SOCIAL AND EMOTIONAL LEARNING;1;
BIOSCIENCE;1;
FIRST-YEAR TRANSITION;1;
GUIDED-INQUIRYLEARNING;1;
PARAMEDIC;1;
PSYCHIATRY;1;
COMPUTER ENGINEERING;6;
COMPUTERSCIENCE;1;
HAFNIUM;1;
TURNING;1;
HYBRID FLOW SHOP SCHEDULING;1;
TEACHINGAND LEARNING BASED OPTIMIZATION;1;
MULTI-OBJECTIVE;1;
MAKESPAN;2;
LOTTERY-BASED TOKEN ECONOMY;1;
NOVEL TEACHING APPROACH;1;
EMBODIED COGNITION;1;
EMBODIED DESIGN;1;
BEREAVEMENT;1;
DEATH;1;
LOSS;1;
PERINATAL;1;
STILLBIRTH;1;
UNIVERSITY;6;
DATA-DRIVEN STATIC ANALYSIS;1;
MEDICINE AND HEALTH SCIENCESEDUCATION;1;
BATTERY ENERGY STORAGE SYSTEM;1;
HEAT;1;
ANDAIR CONDITIONING;1;
HYBRID CLOUD AND EDGE;1;
TRANSFER LEARNING;3;
CROSS-AGED TEACHING;1;
LEADERSHIP DEVELOPMENT;2;
TEACHING RESPONSIBILITY;1;
YOUTH DEVELOPMENT;1;
COMPUTATIONAL THINKING (CT);2;
COMPUTER NETWORKING;1;
COURSE MONITORING;1;
PRECEPTOR DEVELOPMENT;1;
MULTI-LEVEL;1;
PROCESSENGINEERING;1;
IN-HOME LABORATORIES;1;
EMERGENCY REMOTE TEACHING;1;
EMERGENCY REMOTE LEARNING;1;
ADULT-HEALTH NURSING;1;
BACHELOR OF SCIENCE IN NURSING;1;
ANATOMY BEQUESTPROGRAMS;1;
WHOLE BODY DONATION PROGRAMS;1;
CADAVER POPULATION;1;
BODY DONORS;1;
UNCLAIMED BODIES;1;
INDIGENOUS KNOWLEDGE SYSTEMS;1;
AUSTRALIAN ARCHITECTURE EDUCATION;1;
BUILT-ENVIRONMENT;1;
TASK-BASED LEARNING;1;
INTERPROFESSIONAL LEARNING;1;
OCCUPATIONAL HEALTHSERVICES;1;
OCCUPATIONAL MEDICINE;1;
INDUSTRIAL HYGIENE;1;
PROBLEM SOLVING STARTEGIES;1;
PROBLEM SOLVING PROCESS;1;
TEACHING ANDLEARNING (T\&L);1;
PROJECT-BASED LABORATORY (PB LAB);1;
INFORMATION VISUALIZATION;1;
ENGINEERING EDUCATORS;1;
TEACHING PRACTICE;1;
QUALITY AND CONTINUOUS IMPROVEMENT;1;
JAMMING;1;
MEDICAL DIAGNOSTICIMAGING;1;
BIT RATE;1;
ANTI-JAMMING STRATEGY;1;
CHANNELSELECTION;1;
FEDERATED LEARNING (FL);1;
STACKELBER GAME;1;
DISCUSSION-BASED TEACHING;1;
NEW GRADUATE NURSE (NGN);1;
CULTURAL DIVERSITYAWARENESS;1;
NURSE RESIDENCY PROGRAMME;1;
ADVERTISING;1;
TV;1;
MEDIA;2;
FORECASTING;3;
ADVERTISING INVENTORY;1;
ONLINE VIDEO ADVERTISING;1;
TV\~{}PROGRAMS;1;
SUSTAINABLE DEVELOPMENT;3;
ELECTRONIC LEARNING;3;
OPEN SOURCESOFTWARE;1;
AUTHORING TOOLS;1;
COLLABORATIVELEARNING TOOLS;1;
LEARNING PLATFORM;1;
OPEN ACCESS;1;
SUSTAINABILITYEDUCATION;1;
USER-GENERATED LEARNING CONTENT;1;
SOFTWARE PRODUCT LINES;1;
EDUCATIONAL ROBOTIC;1;
INDUSTRIAL ROBOTS;2;
ARDUINO;3;
CONSTRUCTION MANAGEMENT;1;
FEMALE;4;
TIME-SERIES;1;
K-MEANS;2;
EVENT DETECTION;1;
STUDY ENVIRONMENT;1;
MULTIAGENT SYSTEMS;1;
SIMULATOR;1;
TEACHING TOOLS;3;
CANMEDS;1;
CRITICAL THINKING STRATEGIES;1;
PREPARING TEACHERS;1;
SQD SCALE DEVELOPMENT;1;
TECHNOLOGY INTEGRATION;1;
MULTIMEDIA/HYPERMEDIASYSTEMS;1;
FACULTY (ONLINE) LEARNING COMMUNITIES;1;
OPPORTUNITIES FOR LEARNING;1;
FACULTY PROFESSIONAL DEVELOPMENT;1;
TOOL DEVELOPMENT;1;
RESEARCH-BASEDINSTRUCTIONAL STRATEGIES;1;
COMPUTER-ASSISTED READING;1;
E-BOOKS;1;
EXTENSIVE READING PROGRAMS (ERPS);1;
MOBILE-ASSISTED READING;1;
MOBILE TABLET PCS;1;
M-LEARNING;2;
INDUSTRIAL CHARACTER RECOGNITION;1;
CHARACTER SEGMENTATION;1;
STROKEREPRESENTATION;1;
STROKE BAYESIAN PROGRAM LEARNING;1;
NAIVE BAYES;2;
TECHNOLOGICAL PEDAGOGICAL CONTENT KNOWLEDGE (TPACK);1;
ENGINEERINGEDUCATION;1;
TECHNOLOGICAL KNOWLEDGE;1;
CONCEPT-BASED TEACHING;1;
ALLIED HEALTH EDUCATION;1;
INTERDISCIPLINARY CURRICULUM;1;
INTERDISCIPLINARYEDUCATION;1;
INTERPROFESSIONAL MENTORING;1;
DESCRIPTIVE STUDY DESIGN;1;
PCC;1;
NATIONALSTUDY PROGRAMS;1;
LOCAL PROGRAM SYLLABUSES;1;
LOCAL COURSE SYLLABUSES;1;
ATTRIBUTION THEORY;2;
IMPLICIT THEORIES;2;
MINDSET FORPROGRAMMING;1;
PROGRAMMING APTITUDE;1;
PROGRAMMING EFFICACY;1;
STUDENT PERCEPTION;1;
MOTIVATIONAL INTERVIEWING;1;
CHRONICDISEASE MANAGEMENT;1;
TELEHEALTH;1;
FUZZY MEASURE;1;
CHOQUET INTEGRAL;1;
K-ORDER FUZZY MEASURES;1;
AGGREGATIONFUNCTIONS;1;
FITTING TO DATA;1;
PROBLEM-BASEDLEARNING;1;
REFLECTION ON LEARNING;1;
ACTIVITY BREAKS;1;
EXPECTANCY-VALUE THEORY;1;
FRESHMAN ENGINEERING EDUCATION;1;
CUSTOMER-ORIENTED DESIGN;1;
HUMAN-ROBOT COLLABORATION;1;
ASSEMBLY STRATEGY;1;
SIMILARITY EVALUATION;1;
MEDICATION ERRORS;1;
INFORMATIONTECHNOLOGY;1;
CONSUMER ELECTRONICS;1;
WIRING;1;
PROGRAMMING COMPETENCIES;1;
ALGORITHMS;2;
ELECTRONICS;1;
SIMULATED PATIENT;1;
CLINICIAN -PATIENTRELATIONSHIP;1;
INTERDISCIPLINARY EDUCATION;1;
PROBLEM-BASED LEARNING(PBL);1;
BIG DATA EDUCATION;1;
BUSINESS EDUCATION;1;
LEARNING APPROACHES;1;
HIGHER EDUCATION TEACHERTRAINING;1;
TWINNING PROJECT;1;
VIETNAM;1;
OUTCOMES ASSESSMENT;1;
OBSERVERS;1;
DYNAMICAL SYSTEMS;1;
DATA DRIVEN CONTROLLER;1;
OUTPUTFEEDBACK;1;
STATE OBSERVER;1;
STATE RECONSTRUCTION;1;
DECISION TREES;4;
EDUCATIONAL PROCESS MINING (EPM);1;
GRADIENT BOOSTING DECISION TREE (GBDT);1;
PROBLEM-SOLVING ABILITY MODEL;1;
STUDENT ABILITY PROFILE;1;
TWO-STAGE MODELING;1;
EARLY YEARS EDUCATION;1;
MOBILE LEARNING;3;
VISUALIZATION;3;
EDUCATIONALGAMES;1;
LEARNING ENVIRONMENTS;3;
STRAGGLER;1;
PARALLEL STRATEGY;1;
GENE EXPRESSION;1;
GENEEXPRESSION PROGRAMMING;1;
HIGH DIMENSION;1;
LOW SAMPLE SIZE;1;
STATISTICAL RELATIONAL LEARNING;1;
PROBABILISTIC INDUCTIVE LOGICPROGRAMMING;1;
SEARCH SPACE EVALUATION;1;
DYSLEXIA;1;
READING DIFFICULTIES;1;
OPEN LEARNERMODELING;1;
LEARNING ANALYTICS SOLUTIONS;1;
KOLB'S EXPERIENTIAL LEARNING THEORY;1;
CALGARY-CAMBRIDGE GUIDE;1;
VETERINARY CLINICAL COMMUNICATION;1;
REFLECTIONSKILLS;1;
VIDEO REVIEW;1;
LEARNING OBJECTS;1;
APPROACHES TO LEARNING;1;
GRAPHICEXPRESSION;1;
R-SPQ-2F;1;
DENTAL CARIES;1;
CARIES DETECTION;1;
VISUAL EXAMINATION;1;
ICDAS;1;
INFORMATIONLITERACY;1;
FOURTH YEARMEDICAL STUDENTS;1;
SUMMER PREMEDICAL PROGRAM;1;
MATRICULATING STUDENTS;1;
FRESHMEN;1;
PREMEDICALEDUCATION;1;
OPEN PLATFORM;1;
AUTOMATED VEHICLE;1;
EPICS;1;
BUSINESS;1;
AGENT-BASED SOCIAL SIMULATION;1;
HIGHEREDUCATION;1;
HIGH PERFORMANCE COMPUTING;1;
MPI;1;
OPENMP;1;
CUDA;1;
INTERACTIONS;1;
VISUAL THINKING STRATEGIES;1;
PATIENT-CENTRED CARE;1;
AFFECTIVE LEARNING;1;
TRANSFER OF LEARNING;1;
FACULTY DEVELOPMENT PROGRAM;1;
SOUTHEAST ASIA;1;
EDUCATIONAL GAMES;1;
GAME ANALYSIS;1;
PROJECT BASED LEARNING;5;
ABET COMPETENCES;1;
PROJECTMANAGEMENT COMPETENCES;1;
INCLUSIVE EDUCATION;1;
BIOINFORMATICS EDUCATION;1;
LIFE SCIENCE STUDENTS;1;
PYTHON PROGRAMMINGLANGUAGE;1;
IPAD APPLICATIONS;1;
TABLETCOMPUTERS;1;
HUMAN ANATOMY;1;
COLLABORATIVE PERFORMANCE;1;
GROUP FORMATION;2;
TRAINEE TEACHERS;1;
FOCUS GROUP;2;
EDUCATIONAL SCHOLARSHIP;2;
PROPAGATION;1;
COACH;1;
RN-BSN PROGRAM;1;
COMPREHENSIVE NURSINGSKILLS;1;
CONFERENCE;1;
ACTIVETEACHING;1;
POWER DEMAND;1;
SMART METERS;1;
HOME ENERGY MANAGEMENT SYSTEM;1;
SMART APPLIANCES;1;
FUZZYREASONING;1;
COGNITION ANALYSIS;1;
EYE-MOVEMENT ANALYSIS;1;
PROGRAM DEBUGGING;2;
RESEARCH-BASED TEACHING;1;
CLINICAL INSTRUCTOR;1;
NURSING TEACHINGSTRATEGIES;1;
BALANCED SCORECARD;1;
STRATEGY MAP;1;
ANALYTIC NETWORK PROCESS;1;
MULTI-OBJECTIVE INTEGER LINEAR PROGRAMMING;1;
DEMONSTRATIONS;1;
PHYSICALCHEMISTRY;1;
COMPUTER-BASED LEARNING;1;
WAVES;1;
WAVE EQUATION;1;
MULTIMEDIA;2;
NUMERICAL METHOD;1;
FINITE DIFFERENCEMETHOD (FDM);1;
TEACHING AND LEARNING STRATEGIES;1;
FUEL ECONOMY OPTIMIZATION;1;
AUTONOMOUS VEHICLE;1;
VELOCITY PROFILE;1;
NUMERICAL DIFFERENTIATION;1;
WLAN FINGERPRINT INDOOR POSITIONING;1;
IMPLICIT CROWDSOURCING;1;
RANDOM FOREST;1;
CO-TRAINING;1;
LEARNING MANAGEMENT SYSTEM;3;
SECOND LIFE;1;
STRUCTUREDQUERY LANGUAGE (SQL);1;
DREEM;1;
EDUCATIONAL ENVIRONMENT;3;
SOCIAL NETWORKS;1;
CLINICALEDUCATION;1;
ALLIED HEALTH STUDENTS;1;
PERMUTATION FLOW SHOP SCHEDULING;1;
DETERIORATION EFFECT;1;
ITERATED GREEDY;1;
DISCRETE DIFFERENTIAL EQUATION;1;
TABU SEARCH;1;
EVOLUTIONARY STRATEGY;1;
ENERGY MANAGEMENT STRATEGY;2;
FUEL CONSUMPTION;1;
ITERATIVE DYNAMICPROGRAMMING;1;
ANFIS;1;
PARALLEL HYBRID ELECTRIC BUS;1;
TRADITIONAL LECTURE;1;
GRADES;1;
TEST;1;
SOCRATIVE;1;
QUIZ;1;
ICT;1;
ANOVA;1;
FACILITY INDEX;1;
REACHABILITY ANALYSIS;1;
FORMAL VERIFICATION;1;
MULTI-AGENT REINFORCEMENTLEARNING;1;
MIXED INTEGER LINEAR PROGRAM;2;
MULTI-ROLE STRATEGY LOGIC;1;
